1,17.5982624,59.8507176,2015-11-26 15:02:51.571728
1,17.6015471,59.8508683,2015-11-26 15:02:51.575855
1,17.6037395,59.8524535,2015-11-26 15:02:51.577555
1,17.5982624,59.8507176,2015-11-26 15:02:51.579209
1,17.6015471,59.8508683,2015-11-26 15:02:51.580876
1,17.6037395,59.8524535,2015-11-26 15:02:51.582529
1,17.5982624,59.8507176,2015-11-26 15:02:51.584169
1,17.6015471,59.8508683,2015-11-26 15:02:51.585826
1,17.6037395,59.8524535,2015-11-26 15:02:51.587564
1,17.5982624,59.8507176,2015-11-26 15:02:51.589347
1,17.6015471,59.8508683,2015-11-26 15:02:51.591142
1,17.6037395,59.8524535,2015-11-26 15:02:51.592924
1,17.5982624,59.8507176,2015-11-26 15:02:51.594714
1,17.6015471,59.8508683,2015-11-26 15:02:51.596514
1,17.6037395,59.8524535,2015-11-26 15:02:51.598300
1,17.6476356,59.8402173,2015-11-26 15:02:51.600082
1,17.6511529,59.8386392,2015-11-26 15:02:51.601722
1,17.649659,59.835713,2015-11-26 15:02:51.603355
1,17.6500153,59.8341137,2015-11-26 15:02:51.605030
1,17.6500192,59.8316683,2015-11-26 15:02:51.606672
1,17.6511594,59.8289436,2015-11-26 15:02:51.608328
1,17.6540772,59.8270317,2015-11-26 15:02:51.609981
1,17.6584919,59.8185469,2015-11-26 15:02:51.611668
1,17.6591888,59.8156478,2015-11-26 15:02:51.613335
1,17.659143,59.813415,2015-11-26 15:02:51.615000
1,17.6668168,59.8130431,2015-11-26 15:02:51.616679
1,17.6476356,59.8402173,2015-11-26 15:02:51.618365
1,17.6511529,59.8386392,2015-11-26 15:02:51.619991
1,17.649659,59.835713,2015-11-26 15:02:51.621627
1,17.6500153,59.8341137,2015-11-26 15:02:51.623266
1,17.6500192,59.8316683,2015-11-26 15:02:51.624942
1,17.6511594,59.8289436,2015-11-26 15:02:51.626593
1,17.6540772,59.8270317,2015-11-26 15:02:51.628245
1,17.6584919,59.8185469,2015-11-26 15:02:51.629903
1,17.6591888,59.8156478,2015-11-26 15:02:51.631583
1,17.659143,59.813415,2015-11-26 15:02:51.633258
1,17.6668168,59.8130431,2015-11-26 15:02:51.634940
1,17.6476356,59.8402173,2015-11-26 15:02:51.636629
1,17.6511529,59.8386392,2015-11-26 15:02:51.638261
1,17.649659,59.835713,2015-11-26 15:02:51.639903
1,17.6500153,59.8341137,2015-11-26 15:02:51.641542
1,17.6500192,59.8316683,2015-11-26 15:02:51.643193
1,17.6511594,59.8289436,2015-11-26 15:02:51.644849
1,17.6540772,59.8270317,2015-11-26 15:02:51.646502
1,17.6584919,59.8185469,2015-11-26 15:02:51.648160
1,17.6591888,59.8156478,2015-11-26 15:02:51.649823
1,17.659143,59.813415,2015-11-26 15:02:51.651516
1,17.6668168,59.8130431,2015-11-26 15:02:51.653197
1,17.6476356,59.8402173,2015-11-26 15:02:51.654882
1,17.6511529,59.8386392,2015-11-26 15:02:51.656506
1,17.649659,59.835713,2015-11-26 15:02:51.658145
1,17.6500153,59.8341137,2015-11-26 15:02:51.659784
1,17.6500192,59.8316683,2015-11-26 15:02:51.661431
1,17.6511594,59.8289436,2015-11-26 15:02:51.663077
1,17.6540772,59.8270317,2015-11-26 15:02:51.664733
1,17.6584919,59.8185469,2015-11-26 15:02:51.666422
1,17.6591888,59.8156478,2015-11-26 15:02:51.668123
1,17.659143,59.813415,2015-11-26 15:02:51.669801
1,17.6668168,59.8130431,2015-11-26 15:02:51.671515
1,17.6476356,59.8402173,2015-11-26 15:02:51.673198
1,17.6511529,59.8386392,2015-11-26 15:02:51.674819
1,17.649659,59.835713,2015-11-26 15:02:51.676454
